Error,Word
৪ ৬ ০ ত ি,৪ ৬ ০ ট ি
ন ো ব া ন ী,ন ো ব া ন ি
স া শ ন ে র,শ া স ন ে র
দ ে ক ে ন,দ ে খ ে ন
অ স ি ম,অ স ী ম
ম ি ই ন ি ত,ম ি ন ি ট
ছ য় দ ি ন,ছ য ় দ ি ন
ঘ ো ষ ন া য়,ঘ ো ষ ণ া য়
ফ ি স ি ও র,ফ ি জ ি ও র
স ম য়,স ম য় ই
ব ল ন,ব ল ে ন
র া জ প ্ র া শ া দ ে র,র া জ প ্ র া স া দ ে র
ক উ শ ল ে র,ক ৌ শ ল ে র
ব শ ে ই,ব স ে ই
দ ু র ব ি ত ্ ত ্ র য় া,দ ু র ্ ব ৃ ত ্ ত র া
ব া ত,ব ্ য া ট
ছ ি ক ি ত স া ধ ি ন,চ ি ক ি ৎ স া ধ ী ন
প ত ে,প থ ে
আ গ ু ন ই,আ গ ু ন ে
ই ম ্ র া ন,ই ম র া ন
ভ ু ই য় া র,ভ ূ ঁ ই য় া র
ত ে ব ি ল ে র,ট ে ব ি ল ে র
ব ি শ এ ত ি,ব ি ষ য় ট ি
শ ি র ন া ম,শ ি র ো ন া ম
স ্ থ া প ্ ন া,স ্ থ া প ন া
দ া ও য় া,ধ া ও য় া
ই ন ফ ্ ল ু এ ন য া,ই ন ফ ্ ল ু য় ে ঞ ্ জ া
র া স ্ ত া র,র া স ্ ত া য়
অ ধ ু স ্ য ি ত,অ ধ ্ য ু ষ ি ত
অ ব ক া থ া ম,অ ব ক া ঠ া ম ো
ক চ ্ ছ প গ ু ল র,ক চ ্ ছ প গ ু ল ো র
প ্ প ্ র জ া ন ্ ত,প র ্ য ন ্ ত
ই ন ্ স ু ল ি ন,ই ন স ু ল ি ন
প ্ র স া শ ন ি ক,প ্ র শ া স ন ি ক
জ ু ক ু ল ি ন,জ ্ য া ক ু ল ি ন
ক ্ র ে ন ্ ট ি,ক ্ র ে ন ট ি
ব া ন ি জ ্ য ি ক,ব া ণ ি জ ্ য ি ক
গ ল া প ি,গ ো ল া প ী
গ স ন া,ঘ ো ষ ণ া
স ং র া ম,স ং গ ্ র া ম
অ ল দ,ও ল ্ ড
এ গ ি য় া,এ গ ি য় ে
ম া ন ্ স ন ে র,ম ্ য া ন স ন ে র
ল ি ভ া র প ু ল ্ ক ে,ল ি ভ া র প ু ল ক ে
ন ি র জ ন,ন ি র ্ জ ন
আ স া ম ি ক ে,আ স া ম ী ক ে
প ্ র া থ ি দ ে র,প ্ র া র ্ থ ী দ ে র
উ ঠ ে চ ে,উ ঠ ে ছ ে
ব হ ে ম ি য় া ন,ব ো হ ে ম ি য় া ন
আ ছ ন ি,আ ছ ে ই
ফ ে র ে ছ ে ন,ফ ি র ে ছ ে ন
শ ি ম া ন ্ ত ে র,স ী ম া ন ্ ত ে র
দ খ া,দ ে খ া
অ য় া ন ্ দ ে,ও য় া ন ড ে
র ি ত,র ি ট
দ ল ে র,ব ি ল ে র
প ক ্ র ি য় া য়,প ্ র ক ্ র ি য় া য়
প ্ র া থ ি,প ্ র া র ্ থ ী
ই স ্ র া ই ল ি,ই স র া ই ল ি
ব ি প ল ব,ব ি প ্ ল ব
য ু ক ্ ত ্ র া শ ট ্ র,য ু ক ্ ত র া ষ ্ ট ্ র
প র া জ ি ত ও,প র া জ ি ত
ন া ম ্ ম া ত ্ র,ন া ম ম া ত ্ র
খ া ও া ন,খ া ও য় া ন
ত ত ্ থ ে র,ত থ ্ য
শ য় ং শ ম ্ প ু র ন,স ্ ব য় ং স ম ্ প ূ র ্ ণ
ব ে ন ি জ ু য় ে ল া র,ভ ে ন ি জ ু য় ে ল া র
ব ে ব স া য় ী র া,ব ্ য ব স া য় ী র া
চ র ি ৎ,চ র ি ত ্ র
ব ি দ ্ র হ ে,ব ি দ ্ র ো হ ে
স ্ র ি ল ঙ ্ ক া,শ ্ র ী ল ং ক া
ই দ ্ গ া হ,ঈ দ গ া হ
অ ই শ ি,ঐ শ ী
ছ ে য় া র প া র স ন,চ ে য ় া র প া র স ন
হ ো শ া ই ন,হ ো স া ই ন
আ ম র া ও,আ ম র া
জ র দ া র ে র,জ ো র দ া র ে র
অ ভ ি জ য় া ন ে র,অ ভ ি য া ন ে র
প া ই ল ত ক ে ও,প া ই ল ট ক ে ও
স ং স ্ থ া ত ি র,স ং স ্ থ া ট ি র
ধ ষ র ্ ন ে র,ধ ষ র ্ ণ ে র
শ ্ র ে ন ি ক র ন ে র,শ ্ র ে ণ ী ক র ণ ে র
প ে ত ে,প ে ট ে
উ প র ক ্ ত,উ প র ো ক ্ ত
ত া ব ্ ল ে ত ে র,ট ্ য া ব ল ে ট ে র
চ চ ল া ত,চ ক ল ে ট
ছ ি ছ ি,ছ ি ই ছ ি
দ দ ক ে,দ শ ক ে
ক া শ ি ম ্ প া শ া য়,ক া শ ি ম প া শ া য়
প া ও া র,প া ও য ় া র
ব ন ্ দ ি জ ি ব ন,ব ন ্ দ ি জ ী ব ন
হ য় ে ছ ি ল,হ য ় ে ছ ি ল
প া থ ি য় ে ছ ে ন,প া ঠ ি য় ে ছ ি
ন ি ছ ছ ে ন,ন ি চ ্ ছ ে ন
শ া ং ব া দ ক,স া ং ব া দ ি ক
ব ি ন ্ ন,ভ ি ন ্ ন
স ু ই দ ে ন ে র,স ু ই ড ে ন ে র
৩ ত া য়,৩ ট া য়
অ ্ য া ব ে ঞ ্ জ া র ্ স,অ ্ য া ভ ে ঞ ্ জ া র ্ স
ল ু ত প া ত,ল ু ট প া ট
ই উ ন ি ত ে র,ই উ ন ি ট ে র
উ ত প া দ ন ে,উ ৎ প া দ ন ে
ভ ি ক ্ ষ ু ক ্ ক ে,ভ ি ক ্ ষ ু ক ক ে
গ ন ফ র া ম ে র,গ ণ ফ ো র া ম ে র
ম ন র ম,ম ন ো র ম
ম ি ঃ,ম ি
স া শ ন,শ া স ন
উ থ ে,উ ঠ ে
ক থ া য় ো,ক থ া য় ও
ব ং ব ন ্ ধ ু র,ব ঙ ্ গ ব ন ্ ধ ু র
প ু র,প র
ক া থ ল ি ক,ক ্ য া থ ল ি ক
ব ক ্ ত ব ্ ব ে ও,ব ক ্ ত ব ্ য ে ও
ম স ্ ত,ম ো স ্ ট
শ র া র শ র ি,স র া স র ি
খ ম ত া স ম ্ প ন ্ ন,ক ্ ষ ম ত া স প ন ্ ন
শ া ম গ ্ র ি,স া ম গ ্ র ী
স ্ ত ্ র ক,স ্ ট ্ র ো ক
অ প ে ন া র,ও প ে ন া র
ঝ ু র ি,জ ু র ি
উ ন ি ও ন ে র,ই উ ন ি য় ন ে র
ব া র ম া র,ব া র ্ ম া র
খ ল ে ন,খ ে ল ে ন
প ন হ ম,প ঞ ্ চ ম
ব ল ল ে ন,ব ল ে ন
স ু স ি ল স ম া জ,স ু শ ী ল স ম া জ
শ ু ব া স,শ ু ভ া ষ
ব ে চ ে,ব ে ঁ চ ে
দ ি ই য় ে ছ ে ন,দ ি য ় ে ছ ে ন
এ ম ন,ত ে ম ন ে
চ ি ড় ি য় া খ া ন,চ ি ড় ি য় া খ া ন া
ন ি র া প ত ্ ত া ক র ম ি দ ে র,ন ি র া প ত ্ ত া ক র ্ ম ী দ ে র
ছ ে ক ে,চ ে ক ে
এ ল জ ি এ দ ি,এ ল জ ি ই ড ি
ছ ব ি ত ি,ছ ব ি ট ি
স া হ া জ ্ জ,স া হ া য ্ য
গ ত ি ছ ি ত ্ ত ্ র ে র,গ ত ি চ ি ত ্ র ে র
২ ১ ত ি,২ ১ ট ি
ঈ স া ই স হ,এ এ স আ ই স হ
দ ি গ ি,ড ি জ ি
ক য় ে দ ি র,ক য় ে দ ী র
দ ি য় ে ছ ি ল,দ ি য ় ে ছ ি ল
এ ব া প া র ে,এ ব ্ য া প া র ে
ন ি র া প ্ ত ত া,ন ি র া প ত ্ ত া
ন া ম ি ই য় ে,ন া ম ি য় ে
ই ত ্ ত া দ ি,ই ত ্ য া দ ি
উ ল ট ো,উ ল ্ ট ো
ম শ জ ি দ ে,ম স জ ি দ ে
শ ম ্ ম ু খ ি ন,স ম ্ ম ু খ ি ন
ম ং গ ল ্ ব া র,ম ঙ ্ গ ল ব া র
আ ল,আ ল ো
গ র ে,ঘ র ে
প ্ র স া স ন,প ্ র শ া স ন
প া র ত ি র,প া র ্ ট ি র
উ দ ্ দ ে শ স ে,উ দ ্ দ ে শ ্ য ে
শ ু ত ি ং,শ ু ট ি ং
খ ু ম ে,খ ু ল ে
জ ু ল া ঈ,জ ু ল া ই
স া ম ু এ ল,স ্ য া ম ু য় ে ল
ই দ ে র,ঈ দ ে র
স ি স ু ত ি,শ ি শ ু ট ি
ম ত ই,ম ত ো ই
ম ি ত া র,ম ি ট া র
ব ি স স ন দ ি,ব ি শ ্ ব ন ন ্ দ ী
ক ্ র ি ক ে ত,ক ্ র ি ক ে ট ে
হ া র ত,হ া র ্ ট
প ্ র ন ব ে র,প ্ র ণ ব ে র
ম ু থ য়,ম ু ঠ ো য ়
প ে ত া,প ো ত া
ম এ ন া ত দ ন ্ ত,ম য় ন া ত দ ন ্ ত
ই র া ন ে র ন,ই র া ন ে র
জ া ও া,য া ও য় া
প ু র ব শ ু র ি,প ূ র ্ ব স ূ র ি
অ ন ্ ন ত ্ র,অ ন ্ য ত ্ র
ভ া ল ব া শ া র,ভ া ল ো ব া স া র
ব হ ু গ ু ন,ব হ ু গ ু ণ
ম হ ি ও ম া ন ি ত,ম হ ি ম া ন ্ ব ি ত
শ ঙ ্ ক ল ন,স ঙ ্ ক ল ন
শ ম য়,স ম য ়
এ র প র অ,এ র প র ে ও
চ ত জ ল দ ি,চ ট জ ল দ ি
স ঙ ্ গ থ ন ে র,স ং গ ঠ ন ে র
জ া চ ্ চ ে,য া চ ্ ছ ে
হ উ য় া র,হ ও য় া র ও
ব ু র ি ম া র,ব ু ড় ি ম া র
দ া র া,ধ া র
আ শ ে,আ স ে
ন ি উ জ ি ল ্ য া ন ্ ড,ন ি উ জ ি ল ্ য া ন ্ ড ও
ক ু ল া উ র া য় ো,ক ু ল া উ ড় া য় ও
গ ত ে ছ ে,ঘ ট ছ ে
ন য় া দ ি ল ্ ল ী,ন য় া দ ি ল ্ ল ি
ব া ঙ ্ ক ে র,ব ্ য া ং ক ে র
অ স ্ ত ি ত ্ ত,অ স ্ ত ি ত ্ ব
ল া স ্ ট স া হ ে ব,ল া ট স া হ ে ব
র ি জ ে ন ্ ত,র ি জ ে ন ্ ট
১ ২ ত া ই,১ ২ ট া য়
আ ম ্ র আ,আ ম র া
ব ি চ ্ চ ি ন ্ ন ভ া ব ে,ব ি চ ্ ছ ি ন ্ ন ভ া ব ে
চ ি থ ি,চ ি ঠ ি
ন ে য় া র,ন ে য ় া র
ব া হ া ত ি,ব া ঁ হ া ত ি
ক ্ ক ম ন ্ ন স,ক ম ন ্ স ে
অ দ ি স শ,অ দ ৃ শ ্ য
র া জ ্ জ,র া জ ্ য
দ া র া ব ে,দ া ঁ ড় া ব ে
উ দ ্ দ ে স শ ে,উ দ ্ দ ে শ ্ য ে
ল ক ্ ষ ব স ্ ত ু ও,ল ক ্ ষ ্ য ব স ্ ত ু ও
ল ক জ ঙ ্ ক ে,ল ো ক জ ন ক ে
অ শ ু দ,ও ষ ু ধ
উ প জ ু ক ্ ত,উ প য ু ক ্ ত
অ ভ া র ে র,ও ভ া র ে র
অ ভ ি ন ে ত ্ র ি,অ ভ ি ন ে ত ্ র ী
দ া য় ি,দ া য ় ী
হ ত ্ ত া ক া র ি র,হ ত ্ য া ক া র ী র
এ ক ত ি,এ ক ট ি
ধ ি র ল য় ে,ধ ী র ল য় ে
আ ফ গ া ন ্ দ ে র,আ ফ গ া ন দ ে র
হ া জ র,হ া জ ি র
চ ্ র ি চ ক ে ত ্ র া,ক ্ র ি ক ে ট া র
ও য় ি ক ে ত,উ ই ক ে ট
গ ু র ু ত ্ ত প ু র ্ ন,গ ু র ু ত ্ ব প ূ র ্ ণ
ক ল ন ্ ত া র ফ,ক ্ ল ন ট া র ্ ফ
প া র ল া ম ে ন ্ ত ে,প া র ্ ল া ম ে ন ্ ট ে
দ ি র ্ ঘ দ ি ন,দ ী র ্ ঘ দ ি ন
হ ি ঘ চ উ র ত,হ া ই ক ো র ্ ট ে
ব ি ষ ্ য গ ু ল ো ত ে,ব ি ষ য় গ ু ল ো ত ে
দ ্ র ি স শ ত,দ ৃ শ ্ য ত
শ ে ত ু র,স ে ত ু র
ন ্ স প ে ক ্ ত র,ই ন স ্ প ে ক ্ ট র
প র র া স ্ ত,প র র া ষ ্ ট ্ র
ব ি য় া ই দ ব ্ ল ি উ ত ি স ি,ব ি আ ই ড ব ্ ল ি উ ট ি স ি
শ ্ র ি গ ই,শ ্ র ী ঘ ই
স র া স র ি,স র ক া র ি
হ য় ে ছ ে,র য় ে ছ ে
চ ী ৎ ক া র,চ ি ৎ ক া র
প র ে ন ি,প ড় ে ন ি
ত ি ঞ ্ জ ঙ ্ ক ে,ত ি ন জ ন ক ে
ক ি ন ্ ত ্ ত,ক ি ন ্ ত ু
প র া শ ন া,প ড ় া শ ো ন া
আ স ্ র য়,আ শ ্ র য ়
ক ি ঞ ্ চ ি ত,ক ি ঞ ্ চ ি ৎ
ঋ ন ক ে,ঋ ণ ক ে
দ ে খ ছ ি,দ ে খ ছ ে
ছ া ম প ি ও ন,চ ্ য া ম ্ প ি য় ন
র য় া ছ,র ো চ
প া র ে,হ ত ে
হ ে ট ে,হ ে ঁ ট ে
অ শ ি ন ে র,অ শ ্ ব ি ন ে র
শ া গ র ে র,স া গ র ে র
ব ি ত া র ি ত,ব ি ত া ড় ি ত
ব া র ি র,ব া ড় ী র
এ ক দ ল ি য়,এ ক দ ল ী য়
ব ি ন ি য় গ ক া র ি দ ে র,ব ি ন ি য় ো গ ক া র ী দ ে র
স ু ম ি ত া ক ে,স ু ম ি ত ক ে
প ্ র দ া ন ্ ম ন ্ ত ্ র,প ্ র ধ া ন ম ন ্ ত ্ র ী
জ উ য় া ন,জ ও য় া ন
গ া এ,গ া য় ে
প ্ র ি ত ্ ত ি ব ি,প ৃ থ ি ব ী
প ্ য া ন ে ল ্ ট ি,প ্ য া ন ে ল ট ি
অ ন ি ন ্ দ ু,অ ন ি ন ্ দ ্ য
প উ র শ ভ া র,প ৌ র স ভ া র
গ র া র,গ ড় া র
উ ত প া দ ন ্ স ি ল ত া,উ ৎ প া দ ন শ ী ল ত া
স া ল া ম া ন,স া ল ম া ন
আ ন ্ স া র,আ ন স া র
ক র ক ন া থ,ক ড ় ক ন া থ
ফ া ট ক,ফ ট ক
স া আ ফ,স া ফ
ব ি ব া হ ো ত ্ ত ্ র,ব ি ব া হ ো ত ্ ত র
প র ত ি র ধ,প ্ র ত ি র ো ধ
চ ্ র ও ন,ক ্ র া উ ন
ত া ব ি ল ে,ট ে ব ি ল ে
ল া খ জ,ল া খ
স ং ক ট ম য়,স ঙ ্ ক ট ম য়
ত া এ,ত া র
প ত ি ন ি দ ি ত ্ ত,প ্ র ত ি ন ি ধ ি ত ্ ব
প ে জ,প ে জ ে
প র র া শ ট ্ র,প র র া ষ ্ ট ্ র
স দ ু ত ্ ত ু র,স দ ু ত ্ ত র
দ শ ্ ত ি,দ শ ট ি
প ক ্ ক ে র,প ক ্ ষ ে র
ঘ র ও া,ঘ র ো য় া
ম ক া ব ি ল া য়,ম ো ক া ব ি ল া য়
হ স ্ ন ে,হ ো স ন ে
প ক ি শ ্ ত ন ে র,প া ক ি স ্ ত া ন ে র
ভ ু ম ক ি,হ ু ম ক ি
গ ড় প ড় ত া,গ ড ় প ড ় ত া
দ ু ব ত ে,ড ু ব ত ে
ব ি দ ্ দ া ল য় ে,ব ি দ ্ য া ল য় ে
এ র ম দ ্ ধ ে ও,এ র ম ধ ্ য ে ও
ম া ন শ ি ক ভ া ব ে,ম া ন স ি ক ভ া ব ে
শ ি ধ া ন ্ ত ে,স ি দ ্ ধ া ন ্ ত ে
ব হ ু দ ল ি য়,ব হ ু দ ল ী য়
শ া হ ্ ন া জ,শ া হ ন া জ
চ া ল া এ,চ া ল া য়
ব ী ণ ো ড ণ,ব ি ন ো দ ন
প দ ত ্ য া গ ই,প দ ত ্ য া গ ে
আ হ ্ ম দ,আ হ ম দ
জ া ম া ল ্ ক ে,জ া ম া ল ক ে
স ং শ দ ে র,স ং স দ ে র
আ ম ড় া ই,আ ম র া ই
ই ল ্ ম ে,ই ল ম ে
জ ন ে ্ য,জ ন ্ য
গ ে ঙ ্ গ ে র,গ া ঙ ্ গ ে য়
ত ্ য ফ ই দ,ট া ই ফ য় ে ড
স ্ র ি ল ঙ ্ ক া য়,শ ্ র ী ল ঙ ্ ক া য়
ম ু হ ু র ত ে,ম ু হ ূ র ্ ত ে
দ ে জ া য়,দ ে শ ে
জ া ও া র,য া ও য় া র
ক র ত ে,ক র ে ত ে
শ জ ্ জ,স হ ্ য
ব য় শ ে,ব য় স ে
ভ ত ক ে ন ্ দ ্ র ে,ভ ো ট ক ে ন ্ দ ্ র ে
ম ু ল ্ য,ম ূ ল ্ য
উ এ স,ই উ এ স
উ ই ক ে ত,উ ই ক ে ট
র ন া ল দ র,র ো ন া ল দ ো র
ক া ম ে র া ই,ক ্ য া ম ে র া র
প র ি ক ্ ষ া,প র ী ক ্ ষ া
খ া য় ি এ,খ া ই য় ে
গ ত ন া র,ঘ ট ন া র
আ স ে ন ই,আ স ে ন ি
অ ন ু স ্ থ া ন ে,অ ন ু ষ ্ ঠ া ন ে
প ্ র ে ত ি ব ি র,প ৃ থ ি ব ী র
শ ে ত ু,স ে ত ু
অ গ ন ি র ত,অ গ ণ ি ত
দ া য় া ব া ত ি য় া স ে র,ড া য় া ব ে ট ি স ে র
এ র ই ম দ ্ ধ ে,এ র ই ম ধ ্ য ে
ছ ে ম ্ ব ে র,চ ে ম ্ ব া র
খ া ও া,খ া ও য় া
হ অ উ য় া র,হ ও য় া র
