Word,Error
তৃণমূল,ত্রিন্মুল
তৃণমূল,তৃনমূল
তৃণমূল,ত্রিনমুল
কংগ্রেসের,কংরেসের
কংগ্রেসের,কংরেসসের
ব্যানার্জি,বানারজি
বেশিরভাগই,বেসগিরভাগী
ফার্মে,ফারমের
পিঠে,পিথে
চড়ে,চরে
নদীর,নদির
জায়গায়,জায়গায়
বাঁধ,বাধ
ত্রুটি,ত্ররুটি
মৃত্যুতে,মৃত্যতে
জামায়াতে,জামাতের
জামায়াতে,জামায়েত
ইসলামীর,ইস্লামীর
শোক,সক
পরিজনদের,পরিজন্দের
সমবেদনা,সম্বেদনা
সমবেদনা,শমবেদনা
অর্থমন্ত্রীরও,অরথমন্ত্রির
অর্থবছরে,অরথবছ্রে
অর্থবছরে,অর্থবছ্রে
অর্থবছরে,অরথবছরে
সহায়তা,শহায়তা
কেনেডি,কেনেদি
নীল,নিল
আকারের,আকারে
ফাস্ট,ফাস্ত
বোলার,বলার
বিচার,বিছার
জ্বলে,জল্লে
জ্বলে,জলে
টিম,তিম
মূল্যবান,মুল্লোবাণ
গরুর,গ্রুর
ঢোকানোর,ঢোকানর
ফটক,ফাটক
বিস্ময়,বিষ্ময়
এমনটা,এমন্তা
এমনটা,এমটা
বাংলোদেশের,বাংলাদেশের
সর্বোচ্চ,সরব্বচ্চ
সর্বোচ্চ,সরবচ্ছ
সর্বোচ্চ,স্রবচ্চ
শিকারি,ষীকাড়ি
তিনিই,তিনি
পাচার,পাছার
গড়ে,গড়ে
গড়ে,গরে
লিবিয়া,লিবিয়া
বিষয়গুলো,বিষয়গুল
বিষয়গুলো,বিসয়গুলো
উচ্চপর্যায়ে,উচ্চপরযায়ে
আলোচনা,আলচনা
আলোচনা,আলছনা
নিয়েও,নইয়েও
অভিযোগের,অভিযগের
আন্দোলনে,আন্দললনে
আন্দোলনে,আন্দলনের
আন্দোলনে,আন্দলনে
বললাম,বল্লাম
স্মৃতি,স্রিতি
আনুষ্ঠানিক,আনুষ্ঠানীক
সাধারণত,শাধারন্ত
সাধারণত,সাধারনত
সাধারণত,শাধারনত
সাধারণত,সাদারন্ত
সাধারণত,সাধারন্ত
সাধারণত,সাধারান
ময়মনসিংহের,ময়মনশিঙ্ঘ
ময়মনসিংহের,ময়মনশিঙহ
গফরগাঁওয়ে,গফরগাওয়ে
মানসিক,মান্সিক
মানসিক,মানশিক
মানসিক,মানুশিক
প্রতিবন্ধী,প্রতিবন্ধি
প্রতিবন্ধী,প্রতিবহধু
গলায়,গ্লায়
সড়কটির,সড়ক্টির
রক্ষনাবেক্ষনসহ,রক্ষনাবেখখনশ
যাবতীয়,জাবতিও
গৌরনদী,গোইরন্দী
প্রকৌশল,প্রকইশ্ল
প্রকৌশল,প্রকউশল
অধিদপ্তর,অধিদপ্ত্র
চ্যালেঞ্জগুলো,চ্যালেচজগুলো
উত্তরণের,উত্ত্রণের
নেতারা,ন্যাতারা
মার্চে,মারচে
বার্ষিক,বারষীক
বার্ষিক,বারশিক
আহ্বান,আহব্বান
আহ্বান,আহবান
ফিটনেসবিহীন,ফিটনেসবীহিন
যানবাহনে,যানবাহ্নের
যানবাহনে,জানবাহন
মহাসড়কে,মহাসরকে
ব্যাটারিচালিত,বাতার্‍্যচালিত
নছিমন,নশিম্ন
করিমন,করিম্ন
মোটরসাইকেল,মোট্রসাইকেল
মোটরসাইকেল,মতরচ্যচলে
মোটরসাইকেল,মোটরসাইকেলর
মোটরসাইকেল,মতচ্যচলে
মোকাবেলা,মকাবেলা
প্রণয়ন,প্রনয়ন
প্রণয়ন,প্রদান
খেতে,খেলতে
অভিভাবকের,অভিভাকের
মানসম্মত,মানস্মমত
প্রাইমারি,প্রিমারি
স্কুল,স্কুলে
আদৌ,আদৈ
আদৌ,আদোও
আদৌ,আদউ
টিআইবি,টিয়াইবি
জিডিপির,জিদিপির
শতকরা,শতকতা
শতকরা,শ্তকরা
টিআইবির,টিয়াইবির
অবলম্বন,অবন্মবন
মন্ডলকে,মন্ডল্কে
বৃষ্টিতে,ব্রিস্থিতে
বৃষ্টিতে,ব্রিশ্তিতে
বৃষ্টিতে,ব্রিস্তিতে
বৃষ্টিতে,বৃস্টিতে
হয়েছিলেন,হয়েছিয়েন
চৌধুরীর,চওধুরীর
চৌধুরীর,চউধুরির
লোক,লক
হামলায়,হাম্লাই
হামলায়,হাম্লায়
হামলায়,হামালেয়
হামলায়,হাম্লাএ
লোকরা,লোকের
ইমরান,ইম্রান
পাইলটকে,পাইলতকে
পাইলটকে,পাইল্টকে
টেবিলে,তাব্লীে
টেবিলে,তাবিলে
টেবিলে,টেবিল
আসতেই,আস্তেঈ
পাল্টে,পালটে
সর্বকনিষ্ঠ,স্রবকনিষ্ট
মাস,মাশ
মাস,মাষ
শিশুকে,সিসুকে
শিশুকে,শিশুকা
উপরি,উপ্রি
অপারেশন,অপারেশ্ন
অপারেশন,অপারেশান
ওসমানী,অস্মানী
প্রেরণ,প্রেরন
প্রেরণ,পেরন
কর্মী,করমী
কর্মী,কর্মি
কর্মী,করমি
দুর্নীতিবিরোধী,দুরনিতিবিরোধী
সোজা,সজা
প্রতিষ্ঠিত,প্রতিষ্টীট
প্রতিষ্ঠিত,প্রতিশঠিত
প্রতিষ্ঠিত,প্রতিশ্তহিত
প্রতিষ্ঠিত,প্রতিস্থিও
প্রতিষ্ঠিত,প্রতিথিত
লাইব্রেরীটি,লাইব্রেরীতি
গবেষকদের,গবেষ্কদের
গবেষকদের,গবেশকদের
মাদ্রাসাই,মাদ্রাশাই
ইলমে,ইল্মে
সর্ববৃহৎ,সর্বৃহত
পাড়ার,পারার
হোসেনের,হসেনের
হোসেনের,হস৩এনের
গোলাম,গলাম
মোস্তফা,মস্তফা
বাণিজ্য,বানিজ্জ
বাণিজ্য,বাণিজ্যে
বর্ষের,বরশের
ঘুষ,ঘুশ
ঘুষ,ঘুস
চাইবেন,ছাইবেন
দরবারে,তরবারে
পক্ষান্তরে,পখান্তরে
বিধ্বস্ত,বিদ্ধস্ত
বিধ্বস্ত,বিদ্দস্ত
আফগানিস্তান,আফগান্সথান
আফগানিস্তান,আফগানিস্থান
সৌম্যের,শোউম্যের
মিলল,মিল্ল
ডিপিএল,দিপিএল
যাকে,জাকে
স্কোয়াডে,স্কয়াদে
নির্বাচকদের,নিরবাছকদের
