,gt_x,gt_y,diff
4759,তিনি নিউ ইয়র্ক বেদান্ত সোসাইটির ভার গ্রহণ করেছিলেন।,তিনি $নিউ ইয়র্ক$ বেদান্ত সোসাইটির ভার গ্রহণ করেছিলেন।,True
4762,"এই যে বিচারহীন অসুস্থ রাজনৈতিক সংস্কৃতি, তা কবিকে কবি $সত্বাকে$ বিবেকের কাঠগোড়ায় $উস্কে$ দেয়।","এই যে বিচারহীন অসুস্থ রাজনৈতিক সংস্কৃতি, তা কবিকে কবি $সত্বাকে$ বিবেকের $কাঠগোড়ায়$ $উস্কে$ দেয়।",True
4777,বাংলাদেশে এর অসংখ্য অনুসারী বিদ্যমান।,বাংলাদেশে এর অসংখ্য $অনুসারী$ বিদ্যমান।,True
4783,আপনার চোখ $গেলে দেওয়া$ হয়েছে পেনসিলে-যে পেনসিলটি আপনার মাথার বালিশের নিচে রাখা।,আপনার চোখ $গেলে দেওয়া$ হয়েছে পেনসিলে-$$যে পেনসিলটি আপনার মাথার বালিশের নিচে রাখা।,True
4795,ছোটদের জন্য তিনি ৮০টিরও বেশি বই লিখেছিলেন।,$ছোটদের$ জন্য তিনি ৮০টিরও বেশি বই লিখেছিলেন।,True
4800,কি সাহস তোমার!,$কি$ সাহস তোমার!,True
4801,"সাধারণ মানুষ তো ঠিকমতো খেতেই পারছে$$না, কম খাবে কি!","সাধারণ মানুষ তো ঠিকমতো খেতেই $পারছেনা$, কম খাবে $কি$!",True
4805,"তিনি শক্তি প্রদর্শনের রাজনীতি শিখাচ্ছেন, এতে মানুষের মধ্যে স্বস্তি আসে না।","তিনি শক্তি প্রদর্শনের রাজনীতি $শিখাচ্ছেন$, এতে মানুষের মধ্যে স্বস্তি আসে না।",True
4819,তাদের সমবেত প্রভাবেই শ’ এক স্বচ্ছ মনের অধিকারী হয়ে ওঠেন।,তাদের সমবেত প্রভাবেই শ’ $$এক স্বচ্ছ মনের অধিকারী হয়ে ওঠেন।,True
4825,আমি আপনাদের সামনে হতজোড় করছি।,আমি আপনাদের সামনে $হতজোড়$ করছি।,True
4831,"এছাড়া, লক্ষ করুন যে, বোর্ডের কিছু সিদ্ধান্ত ব্যবসায়িক বিচারবিধির বাইরে রয়েছে।","এছাড়া,$ লক্ষ$ করুন যে, বোর্ডের কিছু সিদ্ধান্ত ব্যবসায়িক বিচারবিধির বাইরে রয়েছে।",True
4852,তাদের হাত গুটিয়ে বসে থাকা ছাড়া $নাকি$ আর কোন উপায় নেই?,তাদের হাত গুটিয়ে বসে থাকা ছাড়া $নাকি$ আর $কোন$ উপায় নেই?,True
4855,তিনি এটর্নিরূপে অনুশীলন করেননি।,তিনি $এটর্নিরূপে$ অনুশীলন করেননি।,True
4868,"উত্তর-পশ্চিম দিকে রয়েছে কাউন্টি প্রশাসনিক অফিস, যেমন$$ সামাজিক সেবা এবং কাউন্টি রেকর্ড।","উত্তর-পশ্চিম দিকে রয়েছে কাউন্টি প্রশাসনিক অফিস, যেমন$$ সামাজিক সেবা $এবং$ কাউন্টি রেকর্ড।",True
4869,তিমি অনেক সময় জু প্লাঙ্কটনের  অবস্থান ভেদে পানির নীচে বা উপর থেকে মুখ হা করে তা খেয়ে নেয়।,তিমি অনেক সময় জু প্লাঙ্কটনের  অবস্থান ভেদে পানির $নীচে$ বা উপর থেকে মুখ হা করে তা খেয়ে নেয়।,True
4889,"প্রায় ১০বছর আগে, শীতে এভাবেই বরফ পড়েছিল দার্জিলিং এ।","প্রায় $১০বছর$ আগে, শীতে এভাবেই বরফ পড়েছিল $দার্জিলিং এ$।",True
4891,এর অব্যবহিত পরেই কানপুর বলশেভিক ষড়যন্ত্র মামলায় দোষী সাব্যস্ত করে ১৯২৪ সালের ফেব্রুয়ারি মাসে তাঁকে ৪ বছরের সশ্রম কারাদন্ড দেয়া হয়।,এর অব্যবহিত পরেই কানপুর বলশেভিক ষড়যন্ত্র মামলায় দোষী সাব্যস্ত করে ১৯২৪ সালের ফেব্রুয়ারি মাসে তাঁকে ৪ বছরের সশ্রম $কারাদন্ড$ $দেয়া$ হয়।,True
4893,বাসনাগুলো তো শুধু কাচের পুঁতির মত অসার জিনিষ।,বাসনাগুলো তো শুধু কাচের পুঁতির মত $অসার$ $জিনিষ$।,True
