sentence,gt
"ফেসবুক স্ট্যাটাসে তিনি বিশ্বব্যাংক, সাবেক মার্কিন পররাষ্ট্রমন্ত্রী হিলারি ক্লিনটন ও গ্রামীণ ব্যাংকের প্রতিষ্ঠাতা মুহাম্মদ ইউনূসের কড়া সমালোচনা করেছেন।","ফেসবুক স্ট্যাটাসে তিনি বিশ্বব্যাংক, সাবেক মার্কিন পররাষ্ট্রমন্ত্রী হিলারি ক্লিনটন ও গ্রামীণ ব্যাংকের প্রতিষ্ঠাতা মুহাম্মদ ইউনূসের কড়া সমালোচনা করেছেন।"
জ্যাকুলিন মিথিলা এর শুরু মাত্র।,জ্যাকুলিন মিথিলা এর শুরু মাত্র।
কিসমতের একাডেমিক রেকর্ড অবশ্য আহামরি গোছের কিছু নয়।,কিসমতের একাডেমিক রেকর্ড অবশ্য আহামরি গোছের কিছু নয়।
১৯৫১ সালে স্বেচ্ছায় সরকারি চাকরি থেকে অবসর নেন।,১৯৫১ সালে স্বেচ্ছায় সরকারি চাকরি থেকে অবসর নেন।
আবার সেই শ্বাসের শব্দও শুনছি আমি।,আবার সেই শ্বাসের শব্দও শুনছি আমি।
কিন্তু সহায়ক সরকারের জন্য রোজ কেয়ামত পর্যন্ত অপেক্ষা করার বালখিল্যপনা করা ঠিক হবে না।,কিন্তু সহায়ক সরকারের জন্য রোজ কেয়ামত পর্যন্ত অপেক্ষা করার বালখিল্যপনা করা ঠিক হবে না।
তারপর একটার সাথে আরেকটা মিলিয়ে কিম্ভূত প্রাণী বানানোর প্রোগ্রামও সেট করা দেয়া হয়েছে।,তারপর একটার সাথে আরেকটা মিলিয়ে কিম্ভূত প্রাণী বানানোর প্রোগ্রামও সেট করা দেয়া হয়েছে।
ইঁদুর বিড়ালের মধ্যে হাহাকার শুরু হয়ে গেল।,ইঁদুর বিড়ালের মধ্যে হাহাকার শুরু হয়ে গেল।
কিছুক্ষন পর হঠাৎ করে থমকে গেলাম।,কিছুক্ষন পর হঠাৎ করে থমকে গেলাম।
আমি এসব যন্ত্রপাতির আরও উন্নয়ন করতে চাই।,আমি এসব যন্ত্রপাতির আরও উন্নয়ন করতে চাই।
আমি সব ফাঁস করে দেব।,আমি সব ফাঁস করে দেব।
আমার কোনো কিছু জানার থাকলে বা কোনো প্রশ্নের উত্তর জানার ইচ্ছা হলে আমি আইনস্টাইনকে জিজ্ঞেস করে জেনে নিই।,আমার কোনো কিছু জানার থাকলে বা কোনো প্রশ্নের উত্তর জানার ইচ্ছা হলে আমি আইনস্টাইনকে জিজ্ঞেস করে জেনে নিই।
