correct_sentence,matched_token
বাংলাদেশে গরিব শ্রমিকদের কান্না ছাড়া কী আছে? ঈদের আগে সরকারি ও বিএনপির নেতারা আন্দোলন নিয়ে বাগযুদ্ধে লিপ্ত হয়েছেন।,আগে
পাশাপাশি এ প্রতিষ্ঠান দুটির সামনের দেয়াল ও ফুটপাত মোটামুটি পরিচ্ছন্ন ও চলাচলের উপযোগী হলেও পেছনের অবস্থা সম্পূর্ণ উল্টো।,ও
"দল ভালো অবস্থায় থাকুক বা খারাপ, রান করবেই।",বা
এ সময় ওই কিশোরের পক্ষে স্থানীয় ইউনিয়ন পরিষদের (ইউপি) সদস্য ছবুর উদ্দিন তাঁর লোকজন নিয়ে ঘটনাস্থলে উপস্থিত হন।,সময়
"এ বিষয়ে জানতে চাইলে পুলিশের জঙ্গি দমন-সংক্রান্ত সেলের প্রধান মনিরুল ইসলাম বলেন, নাজিম হত্যায়ও আনসারুল্লাহ বা আনসার আল ইসলাম প্রধান সন্দেহভাজন।",বা
নতুন শাখার উদ্বোধন করেন এনআরবি ব্যাংকের ব্যবস্থাপনা পরিচালক ও সিইও মুখলেসুর রহমান।,ও
আজ বৃহস্পতিবার সকাল ৯টা ৫০ মিনিটে তার লাশ উদ্ধার করে ফায়ার সার্ভিসের ডুবুরি দল।,ফায়ার
"তাজুল ইসলাম বলেন, ২০১৫ সালের ৪ নভেম্বর রাত সাড়ে ১১টার দিকে মানিকগঞ্জের একটি মাদ্রাসা থেকে সাদাপোশাকধারী কিছু লোক তাঁকে তুলে নেয়।",নভেম্বর
"কালিশুরী এসএ ইনস্টিটিউশন কেন্দ্রে গিয়ে দেখা যায়, নৌকার এজেন্ট ছাড়া অন্য কোনো প্রার্থীর এজেন্ট নেই।",যায়
"বিশ শতকে এই বাংলায় মেধা ও কায়িক শ্রম কোনো কোনো ব্যক্তিকে সাফল্যের শীর্ষে নিয়ে যেতে পেরেছে, তার একটি উদাহরণ শ্রীকাইলের কৃতী সন্তান ক্যাপ্টেন ডা. নরেন্দ্রনাথ দত্ত।",ও
"শুরু থেকেই লিটন নন্দী ও অন্যরা অভিযোগ করে আসছিলেন, বারবার পুলিশের সাহায্য চাওয়া হলেও পুলিশ লাঞ্ছনাকারীদের ঠেকাতে বা ধরতে এগিয়ে আসেনি।",ও
এ দেশ এখন নদীবৈরী দেশে পরিণত হয়েছে।,দেশ
"সে ক্ষেত্রে যাঁরা ব্যাংক ও আর্থিক খাতে সাগর চুরি করে সাগরের সঙ্গে আমাদের সরাসরি পরিচয় করিয়ে দিয়েছেন, তাঁদের অশেষ মোবারকবাদ জানাই।",সে
